t,buy_price
2018-12-07 21:10:02.501417,105909
2018-12-07 21:15:02.337711,107339
2018-12-07 21:20:02.620431,107339
2018-12-07 21:25:02.163219,107392
2018-12-07 21:30:01.726001,107392
2018-12-07 21:35:02.022191,106254
2018-12-07 21:40:02.535039,106158
2018-12-07 21:45:02.114913,106158
2018-12-07 21:50:02.561584,106011
2018-12-07 21:55:01.929882,105708
2018-12-07 22:00:02.234548,105708
2018-12-07 22:05:01.652856,105499
2018-12-07 22:10:02.246620,105499
2018-12-07 22:15:01.748052,105356
2018-12-07 22:20:02.461641,104281
2018-12-07 22:25:01.687091,104281
2018-12-07 22:30:02.522586,104992
2018-12-07 22:35:01.813315,104924
2018-12-07 22:40:01.776472,104924
2018-12-07 22:45:02.393099,105929
2018-12-07 22:50:01.990858,105929
2018-12-07 22:55:01.486293,103958
2018-12-07 23:00:02.032234,103119
2018-12-07 23:05:02.417221,103119
2018-12-07 23:10:01.706158,103405
2018-12-07 23:15:02.039522,103632
2018-12-07 23:20:02.425180,103632
2018-12-07 23:25:02.076245,104390
2018-12-07 23:30:01.631168,104390
2018-12-07 23:35:02.035702,104589
2018-12-07 23:40:01.522852,104088
2018-12-07 23:45:01.841460,104088
2018-12-07 23:50:02.272280,104088
2018-12-07 23:55:01.527127,104088
2018-12-08 00:00:02.081354,107292
2018-12-08 00:05:01.682150,110896
2018-12-08 00:10:02.274849,110896
2018-12-08 00:15:01.636369,111185
2018-12-08 00:20:02.387447,111185
2018-12-08 00:25:02.330973,111185
2018-12-08 00:30:02.447741,109865
2018-12-08 00:35:01.827178,109865
2018-12-08 00:40:02.244041,110049
2018-12-08 00:45:01.851876,109310
2018-12-08 00:50:02.361941,109310
2018-12-08 00:55:01.675984,108896
2018-12-08 01:00:02.342419,108370
2018-12-08 01:05:01.632370,108370
2018-12-08 01:10:02.082146,108273
2018-12-08 01:15:01.800859,108273
2018-12-08 01:20:02.222619,107899
2018-12-08 01:25:01.811193,106640
2018-12-08 01:30:02.273824,106640
2018-12-08 01:35:01.952547,103983
2018-12-08 01:40:02.444439,102643
2018-12-08 01:45:01.529982,102643
2018-12-08 01:50:01.994816,103752
2018-12-08 01:55:02.465536,103752
2018-12-08 02:00:02.050570,103542
2018-12-08 02:05:02.860105,103542
2018-12-08 02:10:02.593200,103542
2018-12-08 02:15:02.020531,104513
2018-12-08 02:20:01.946992,104651
2018-12-08 02:25:02.566697,104651
2018-12-08 02:30:02.555331,104172
2018-12-08 02:35:02.079997,104172
2018-12-08 02:40:01.505226,107521
2018-12-08 02:45:01.985368,108976
2018-12-08 02:50:02.348208,108976
2018-12-08 02:55:01.563277,109131
2018-12-08 03:00:02.158385,108685
2018-12-08 03:05:01.694159,108685
2018-12-08 03:10:02.121032,108639
2018-12-08 03:15:01.464089,108639
2018-12-08 03:20:02.000545,108249
